ID,Folio,Tipo Documento,Cancelada,DocStatus,Tipo Documento,Corfirmada,TransaccionID,Fecha Creacion,Fecha Detalle,productoID,Producto,Cantidad,Precio,Moneda,Monto,VendedorID,Vendedor,CategoriaID,Categoria,ProveedorID,Proveedor,clienteID,Cliente,Direccion Cliente
13,13,13,Not Cancelled,Closed,Factura,Y,377,00:00.0,00:00.0,A00001,IBM Infoprint 1312,5,122811.49,MXP,614057.45,-1,Brad Thompson,101,Impresoras J.B.,3,J.B.,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
13,13,13,Not Cancelled,Closed,Factura,Y,377,00:00.0,00:00.0,A00003,IBM Infoprint 1226,5,92108.5,MXP,460542.5,-1,Brad Thompson,101,Impresoras J.B.,3,J.B.,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
13,13,13,Not Cancelled,Closed,Factura,Y,377,00:00.0,00:00.0,LM4029MC,Memory Chip,10,15351.38,MXP,153513.8,-1,Brad Thompson,103,Accesorios,8,A+ Electronics,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
14,14,13,Not Cancelled,Closed,Factura,Y,378,00:00.0,00:00.0,C00004,Tower Case with Power supply,10,10745.9,MXP,107459,-1,Jim Boswick,100,Artículos,1,I-Tech,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
14,14,13,Not Cancelled,Closed,Factura,Y,378,00:00.0,00:00.0,A00002,IBM Infoprint 1222,15,61405.74,MXP,921086.1,-1,Jim Boswick,101,Impresoras J.B.,3,J.B.,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
14,14,13,Not Cancelled,Closed,Factura,Y,378,00:00.0,00:00.0,A00003,IBM Infoprint 1226,10,92108.5,MXP,921085,-1,Jim Boswick,101,Impresoras J.B.,3,J.B.,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
14,14,13,Not Cancelled,Closed,Factura,Y,378,00:00.0,00:00.0,C00006,Network Card10/100,15,4605.49,MXP,69082.35,-1,Jim Boswick,100,Artículos,1,I-Tech,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
14,14,13,Not Cancelled,Closed,Factura,Y,378,00:00.0,00:00.0,C00007,Hard Disk Seagate 400 GB,10,153514.24,MXP,1535142.4,-1,Jim Boswick,100,Artículos,1,I-Tech,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
14,14,13,Not Cancelled,Closed,Factura,Y,378,00:00.0,00:00.0,S10000,Server Point 10000,1,566467.89,MXP,566467.89,-1,Jim Boswick,104,Servidores,1,I-Tech,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
15,15,13,Not Cancelled,Closed,Factura,Y,379,00:00.0,00:00.0,S10000,Server Point 10000,5,566467.89,MXP,2832339.45,-1,Sofia Klogg,104,Servidores,1,I-Tech,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
15,15,13,Not Cancelled,Closed,Factura,Y,379,00:00.0,00:00.0,P10001,PC - P4 2.4G DDR 512M 400G HD,2,436396.62,MXP,872793.24,-1,Sofia Klogg,105,PCs,1,I-Tech,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
15,15,13,Not Cancelled,Closed,Factura,Y,379,00:00.0,00:00.0,P10003,PC Set 1,5,92212.5,MXP,461062.5,-1,Sofia Klogg,105,PCs,1,I-Tech,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
15,15,13,Not Cancelled,Closed,Factura,Y,379,00:00.0,00:00.0,P10004,PC Set 2,5,153618.24,MXP,768091.2,-1,Sofia Klogg,100,Artículos,1,I-Tech,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
16,16,13,Not Cancelled,Closed,Factura,Y,380,00:00.0,00:00.0,A00002,IBM Infoprint 1222,8,38378.59,MXP,307028.72,-1,Jim Boswick,101,Impresoras J.B.,3,J.B.,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
16,16,13,Not Cancelled,Closed,Factura,Y,380,00:00.0,00:00.0,A00003,IBM Infoprint 1226,5,57567.81,MXP,287839.05,-1,Jim Boswick,101,Impresoras J.B.,3,J.B.,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
17,17,13,Not Cancelled,Closed,Factura,Y,381,00:00.0,00:00.0,A00001,IBM Infoprint 1312,8,153514.36,MXP,1228114.88,-1,Bill Levine,101,Impresoras J.B.,3,J.B.,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
17,17,13,Not Cancelled,Closed,Factura,Y,381,00:00.0,00:00.0,A00003,IBM Infoprint 1226,8,115135.62,MXP,921084.96,-1,Bill Levine,101,Impresoras J.B.,3,J.B.,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
17,17,13,Not Cancelled,Closed,Factura,Y,381,00:00.0,00:00.0,P10001,PC - P4 2.4G DDR 512M 400G HD,1,545495.78,MXP,545495.78,-1,Bill Levine,105,PCs,1,I-Tech,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
17,17,13,Not Cancelled,Closed,Factura,Y,381,00:00.0,00:00.0,P10002,PC - P4 2.4G DDR 1024M 400G HD,1,522468.36,MXP,522468.36,-1,Bill Levine,105,PCs,1,I-Tech,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
17,17,13,Not Cancelled,Closed,Factura,Y,381,00:00.0,00:00.0,P10003,PC Set 1,2,115265.62,MXP,230531.24,-1,Bill Levine,105,PCs,1,I-Tech,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
17,17,13,Not Cancelled,Closed,Factura,Y,381,00:00.0,00:00.0,P10004,PC Set 2,2,192022.8,MXP,384045.6,-1,Bill Levine,100,Artículos,1,I-Tech,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
17,17,13,Not Cancelled,Closed,Factura,Y,381,00:00.0,00:00.0,LM4029MC,Memory Chip,10,19189.22,MXP,191892.2,-1,Bill Levine,103,Accesorios,8,A+ Electronics,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
18,18,13,Not Cancelled,Closed,Factura,Y,382,00:00.0,00:00.0,S10000,Server Point 10000,7,566467.89,MXP,3965275.23,-1,Brad Thompson,104,Servidores,1,I-Tech,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
18,18,13,Not Cancelled,Closed,Factura,Y,382,00:00.0,00:00.0,P10003,PC Set 1,2,92212.5,MXP,184425,-1,Brad Thompson,105,PCs,1,I-Tech,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
18,18,13,Not Cancelled,Closed,Factura,Y,382,00:00.0,00:00.0,P10004,PC Set 2,2,153618.24,MXP,307236.48,-1,Brad Thompson,100,Artículos,1,I-Tech,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
19,19,13,Not Cancelled,Closed,Factura,Y,383,00:00.0,00:00.0,C00005,WLAN Card,12,16118.98,MXP,193427.76,-1,Gerente de Ventas,100,Artículos,1,I-Tech,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
19,19,13,Not Cancelled,Closed,Factura,Y,383,00:00.0,00:00.0,C00002,Motherboard P4 Turbo - Asus Chipset,12,80594.93,MXP,967139.16,-1,Gerente de Ventas,100,Artículos,8,A+ Electronics,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
19,19,13,Not Cancelled,Closed,Factura,Y,383,00:00.0,00:00.0,C00003,Intel P4 2.4 GhZ,16,34924.51,MXP,558792.16,-1,Gerente de Ventas,100,Artículos,4,PCM,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
19,19,13,Not Cancelled,Closed,Factura,Y,383,00:00.0,00:00.0,A00004,HP Color Laser Jet 5,8,134324.96,MXP,1074599.68,-1,Gerente de Ventas,102,Impresoras Rainbow,2,Rainbow,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
19,19,13,Not Cancelled,Closed,Factura,Y,383,00:00.0,00:00.0,A00005,HP Color Laser Jet 4,15,107460.05,MXP,1611900.75,-1,Gerente de Ventas,102,Impresoras Rainbow,2,Rainbow,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
20,20,13,Not Cancelled,Closed,Factura,Y,384,00:00.0,00:00.0,A00001,IBM Infoprint 1312,10,107460.05,MXP,1074600.5,-1,Brad Thompson,101,Impresoras J.B.,3,J.B.,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
20,20,13,Not Cancelled,Closed,Factura,Y,384,00:00.0,00:00.0,B10000,Printer Label,200,268.73,MXP,53746,-1,Brad Thompson,100,Artículos,5,LeMon,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
20,20,13,Not Cancelled,Closed,Factura,Y,384,00:00.0,00:00.0,A00002,IBM Infoprint 1222,8,53730.03,MXP,429840.24,-1,Brad Thompson,101,Impresoras J.B.,3,J.B.,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
20,20,13,Not Cancelled,Closed,Factura,Y,384,00:00.0,00:00.0,A00003,IBM Infoprint 1226,5,80594.93,MXP,402974.65,-1,Brad Thompson,101,Impresoras J.B.,3,J.B.,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
20,20,13,Not Cancelled,Closed,Factura,Y,384,00:00.0,00:00.0,LM4029MC,Memory Chip,30,13432.45,MXP,402973.5,-1,Brad Thompson,103,Accesorios,8,A+ Electronics,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
20,20,13,Not Cancelled,Closed,Factura,Y,384,00:00.0,00:00.0,P10001,PC - P4 2.4G DDR 512M 400G HD,2,381847.05,MXP,763694.1,-1,Brad Thompson,105,PCs,1,I-Tech,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
20,20,13,Not Cancelled,Closed,Factura,Y,384,00:00.0,00:00.0,P10002,PC - P4 2.4G DDR 1024M 400G HD,2,365727.85,MXP,731455.7,-1,Brad Thompson,105,PCs,1,I-Tech,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
21,21,13,Not Cancelled,Closed,Factura,Y,385,00:00.0,00:00.0,S10000,Server Point 10000,5,708084.86,MXP,3540424.3,-1,Bill Levine,104,Servidores,1,I-Tech,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
21,21,13,Not Cancelled,Closed,Factura,Y,385,00:00.0,00:00.0,P10002,PC - P4 2.4G DDR 1024M 400G HD,3,522468.36,MXP,1567405.08,-1,Bill Levine,105,PCs,1,I-Tech,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
21,21,13,Not Cancelled,Closed,Factura,Y,385,00:00.0,00:00.0,P10003,PC Set 1,3,115265.62,MXP,345796.86,-1,Bill Levine,105,PCs,1,I-Tech,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
22,22,13,Not Cancelled,Closed,Factura,Y,386,00:00.0,00:00.0,A00002,IBM Infoprint 1222,12,61405.74,MXP,736868.88,-1,Sofia Klogg,101,Impresoras J.B.,3,J.B.,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
22,22,13,Not Cancelled,Closed,Factura,Y,386,00:00.0,00:00.0,A00003,IBM Infoprint 1226,8,92108.5,MXP,736868,-1,Sofia Klogg,101,Impresoras J.B.,3,J.B.,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
23,23,13,Not Cancelled,Closed,Factura,Y,387,00:00.0,00:00.0,C00006,Network Card10/100,10,5756.86,MXP,57568.6,-1,Bill Levine,100,Artículos,1,I-Tech,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
23,23,13,Not Cancelled,Closed,Factura,Y,387,00:00.0,00:00.0,C00001,Motherboard P4 Turbo,20,153514.36,MXP,3070287.2,-1,Bill Levine,100,Artículos,8,A+ Electronics,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
23,23,13,Not Cancelled,Closed,Factura,Y,387,00:00.0,00:00.0,LM4029MC,Memory Chip,10,19189.22,MXP,191892.2,-1,Bill Levine,103,Accesorios,8,A+ Electronics,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
24,24,13,Not Cancelled,Closed,Factura,Y,388,00:00.0,00:00.0,S10000,Server Point 10000,4,354042.43,MXP,1416169.72,-1,Jim Boswick,104,Servidores,1,I-Tech,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
24,24,13,Not Cancelled,Closed,Factura,Y,388,00:00.0,00:00.0,P10003,PC Set 1,3,57632.81,MXP,172898.43,-1,Jim Boswick,105,PCs,1,I-Tech,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
24,24,13,Not Cancelled,Closed,Factura,Y,388,00:00.0,00:00.0,P10004,PC Set 2,2,96011.4,MXP,192022.8,-1,Jim Boswick,100,Artículos,1,I-Tech,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
25,25,13,Not Cancelled,Closed,Factura,Y,389,00:00.0,00:00.0,A00006,HP 600 Series Inc,50,122811.49,MXP,6140574.5,-1,Brad Thompson,102,Impresoras Rainbow,2,Rainbow,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
25,25,13,Not Cancelled,Closed,Factura,Y,389,00:00.0,00:00.0,B10000,Printer Label,100,307.12,MXP,30712,-1,Brad Thompson,100,Artículos,5,LeMon,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
25,25,13,Not Cancelled,Closed,Factura,Y,389,00:00.0,00:00.0,A00001,IBM Infoprint 1312,2,122811.49,MXP,245622.98,-1,Brad Thompson,101,Impresoras J.B.,3,J.B.,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
25,25,13,Not Cancelled,Closed,Factura,Y,389,00:00.0,00:00.0,A00003,IBM Infoprint 1226,2,92108.5,MXP,184217,-1,Brad Thompson,101,Impresoras J.B.,3,J.B.,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
25,25,13,Not Cancelled,Closed,Factura,Y,389,00:00.0,00:00.0,LM4029MC,Memory Chip,5,15351.38,MXP,76756.9,-1,Brad Thompson,103,Accesorios,8,A+ Electronics,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
