_EventID_,_Latitude_,_Longitude_,_DepthMeters_,_Contributor_,_MagType_,_Magnitude_,_EventLocationName_,_Time_,ts,potential_blast,bix_potential_blasts
4488258,42.5448,-74.2016,18300,ANF,ML,2,NEW YORK,29/11/2013 00:10,28/11/2013 19:10,0,0
4309661,37.9388,-81.629,600,ANF,ML,3.2,WEST VIRGINIA,30/11/2012 20:54,30/11/2012 15:54,0,1
4220852,39.0471,-82.1694,20000,ANF,ML,2.6,OHIO,01/12/2012 07:32,01/12/2012 02:32,0,0
4310424,38.1126,-81.9846,12900,ANF,ML,2.5,WEST VIRGINIA,12/02/2013 20:17,12/02/2013 15:17,0,1
4310465,37.8504,-81.1308,13400,ANF,ML,2.5,WEST VIRGINIA,14/02/2013 20:59,14/02/2013 15:59,0,1
4310616,37.8628,-81.7361,6900,ANF,ML,2.4,WEST VIRGINIA,27/02/2013 23:09,27/02/2013 18:09,0,1
4225324,38.1033,-81.9891,7700,ANF,ML,2.5,WEST VIRGINIA,05/03/2013 12:50,05/03/2013 07:50,0,1
4225539,38.4179,-81.0025,2400,ANF,ML,3,WEST VIRGINIA,18/03/2013 21:17,18/03/2013 17:17,0,1
4225546,38.0869,-81.9685,12400,ANF,ML,2.5,WEST VIRGINIA,19/03/2013 11:40,19/03/2013 07:40,0,1
4225552,38.052,-81.6341,7000,ANF,ML,2.7,WEST VIRGINIA,19/03/2013 20:08,19/03/2013 16:08,0,1
4225555,37.6826,-82.5286,10400,ANF,ML,2.1,WEST VIRGINIA,19/03/2013 20:54,19/03/2013 16:54,0,1
4369522,40.0801,-81.0216,9800,ANF,ML,2.3,OHIO,24/05/2013 18:05,24/05/2013 14:05,0,1
4310492,38.0935,-81.9879,12800,ANF,ML,2.5,WEST VIRGINIA,16/02/2013 15:03,16/02/2013 10:03,0,1
4225292,38.0901,-82.0078,10400,ANF,ML,2.3,WEST VIRGINIA,02/03/2013 19:59,02/03/2013 14:59,0,1
4311020,38.1517,-82.0304,7300,ANF,ML,2.6,WEST VIRGINIA,20/04/2013 19:08,20/04/2013 15:08,0,1
4371838,37.4125,-81.96,14900,ANF,ML,2.3,WEST VIRGINIA,05/08/2013 19:12,05/08/2013 15:12,0,1
4371915,40.1531,-80.9257,14700,ANF,ML,2.3,PENNSYLVANIA,09/08/2013 18:01,09/08/2013 14:01,0,1
4371948,38.0931,-81.9493,11700,ANF,ML,2.3,WEST VIRGINIA,12/08/2013 13:33,12/08/2013 09:33,0,1
4374121,38.1088,-82.0771,2800,ANF,ML,2.5,WEST VIRGINIA,10/09/2013 11:48,10/09/2013 07:48,0,1
4374271,41.4556,-77.3942,6800,ANF,ML,2.4,PENNSYLVANIA,18/09/2013 20:42,18/09/2013 16:42,0,1
4488495,38.105,-81.9827,12800,ANF,ML,2.3,WEST VIRGINIA,11/10/2013 16:04,11/10/2013 12:04,0,1
4488570,38.1026,-81.9608,12500,ANF,ML,2.2,WEST VIRGINIA,16/10/2013 18:12,16/10/2013 14:12,0,1
4488712,39.7341,-79.739,4500,ANF,ML,1.9,WEST VIRGINIA,28/10/2013 16:08,28/10/2013 12:08,0,1
usp0000dh6,37.193,-80.839,15000,NEIC,lg,3.2,West Virginia,11/11/1975 08:10,11/11/1975 03:10,0,0
usp0001zwk,39.832,-75.66,5000,NEIC,mblg,2.2,Pennsylvania,17/11/1983 19:55,17/11/1983 14:55,0,0
usp0008ndg,38.758,-78.423,3200,NEIC,md,2.4,Virginia,20/05/1998 01:53,19/05/1998 21:53,0,0
4488111,40.8727,-76.096,16200,ANF,ML,1.9,PENNSYLVANIA,19/11/2013 17:10,19/11/2013 12:10,0,1
4638405,38.1046,-81.9929,12900,ANF,ML,2.5,WEST VIRGINIA,16/01/2014 13:34,16/01/2014 08:34,0,1
4638442,38.0895,-82.0076,3700,ANF,ML,2.6,WEST VIRGINIA,20/01/2014 21:03,20/01/2014 16:03,0,1
4638495,41.4405,-77.4068,8600,ANF,ML,2.5,PENNSYLVANIA,24/01/2014 19:16,24/01/2014 14:16,0,1
4638522,41.4521,-77.4039,6100,ANF,ML,2.4,PENNSYLVANIA,27/01/2014 18:26,27/01/2014 13:26,0,1
4638561,40.22,-80.5558,5400,ANF,ML,2.3,PENNSYLVANIA,30/01/2014 14:18,30/01/2014 09:18,0,1
4638576,41.4542,-77.3782,6300,ANF,ML,2.5,PENNSYLVANIA,31/01/2014 20:14,31/01/2014 15:14,0,1
4766747,38.1326,-81.9694,7000,ANF,ML,2.3,WEST VIRGINIA,10/03/2014 19:40,10/03/2014 15:40,0,1
4766760,37.9763,-81.4013,2900,ANF,ML,3.1,WEST VIRGINIA,11/03/2014 20:14,11/03/2014 16:14,0,1
4638514,38.1105,-82.001,4900,ANF,ML,2.6,WEST VIRGINIA,25/01/2014 21:10,25/01/2014 16:10,0,1
usp0008pma,44.75,-73.72,4600,NEIC,md,3.3,New York,09/06/1998 08:53,09/06/1998 04:53,0,0
usp000dp28,40.885,-74.069,6600,NEIC,md,1.9,"Greater New York area, New Jersey",23/04/2005 14:24,23/04/2005 10:24,0,0
usp000jd61,44.934,-74.63,12300,NEIC,ml,2.1,New York,07/01/2012 12:56,07/01/2012 07:56,0,0
ld60039503,44.0916667,-76.0248333,5000,NEIC,ml,2.04,"9km NNW of Brownville, New York",26/11/2014 01:33,25/11/2014 20:33,0,0
4766664,41.021,-80.541,15900,ANF,ML,2.4,OHIO,05/03/2014 03:05,04/03/2014 22:05,0,0
4766836,40.4015,-78.5015,2700,ANF,ML,1.9,PENNSYLVANIA,17/03/2014 17:55,17/03/2014 13:55,0,1
4766848,41.4489,-77.3885,5800,ANF,ML,2.5,PENNSYLVANIA,18/03/2014 15:30,18/03/2014 11:30,0,1
4812922,45.0299,-73.0634,8700,ANF,ML,2,"SOUTHERN QUEBEC, CANADA",02/04/2014 21:35,02/04/2014 17:35,0,1
4813067,44.7696,-74.9912,14000,ANF,ML,2.1,NEW YORK,23/04/2014 16:56,23/04/2014 12:56,0,1
4813077,43.7477,-75.433,5200,ANF,ML,2.4,NEW YORK,24/04/2014 16:53,24/04/2014 12:53,0,1
4813079,41.4505,-77.3949,4900,ANF,ML,2.5,PENNSYLVANIA,24/04/2014 17:39,24/04/2014 13:39,0,1
4808382,41.4304,-77.4369,6400,ANF,ML,2.3,PENNSYLVANIA,02/05/2014 17:31,02/05/2014 13:31,0,1
4808425,41.44,-77.4124,5500,ANF,ML,2.6,PENNSYLVANIA,07/05/2014 18:34,07/05/2014 14:34,0,1
4808429,38.0824,-81.6279,2800,ANF,ML,2.1,WEST VIRGINIA,07/05/2014 20:25,07/05/2014 16:25,0,1
4808546,38.0988,-82.0313,3800,ANF,ML,2.5,WEST VIRGINIA,20/05/2014 13:56,20/05/2014 09:56,0,1
4808562,41.634,-74.5111,13900,ANF,ML,2,NEW YORK,21/05/2014 16:21,21/05/2014 12:21,0,1
4808619,43.0839,-74.5531,16300,ANF,ML,1.9,NEW YORK,28/05/2014 16:42,28/05/2014 12:42,0,1
4815537,42.9238,-74.1319,6000,ANF,ML,1.8,NEW YORK,02/06/2014 15:40,02/06/2014 11:40,0,1
4815549,38.0872,-82.0278,3400,ANF,ML,2.5,WEST VIRGINIA,03/06/2014 20:19,03/06/2014 16:19,0,1
4815566,39.5625,-76.5334,11200,ANF,ML,1.5,CHESAPEAKE BAY REGION,06/06/2014 06:57,06/06/2014 02:57,0,0
4815636,38.0828,-81.9803,6600,ANF,ML,2.3,WEST VIRGINIA,12/06/2014 23:13,12/06/2014 19:13,0,0
4815654,44.7777,-74.9795,15600,ANF,ML,2,NEW YORK,16/06/2014 16:15,16/06/2014 12:15,0,1
4815661,42.9263,-74.1375,10500,ANF,ML,1.9,NEW YORK,17/06/2014 15:23,17/06/2014 11:23,0,1
4815663,41.4608,-77.3912,9100,ANF,ML,2.6,PENNSYLVANIA,17/06/2014 15:43,17/06/2014 11:43,0,1
4815747,40.2958,-80.6809,4300,ANF,ML,2.2,PENNSYLVANIA,24/06/2014 19:56,24/06/2014 15:56,0,1
4820536,42.9501,-74.1358,5600,ANF,ML,1.9,NEW YORK,02/07/2014 16:05,02/07/2014 12:05,0,1
4820584,37.4678,-80.321,13400,ANF,ML,1.6,WEST VIRGINIA,08/07/2014 14:07,08/07/2014 10:07,0,1
4820588,40.9623,-74.5317,7000,ANF,ML,1.9,NEW JERSEY,08/07/2014 17:20,08/07/2014 13:20,0,1
4820589,41.6295,-74.5213,12100,ANF,ML,1.9,NEW YORK,08/07/2014 17:23,08/07/2014 13:23,0,1
4820604,44.7766,-74.9764,13400,ANF,ML,2.1,NEW YORK,09/07/2014 17:27,09/07/2014 13:27,0,1
4820661,40.3751,-74.9142,3000,ANF,ML,2,NEW JERSEY,14/07/2014 15:00,14/07/2014 11:00,0,1
4820675,37.4076,-81.9959,5000,ANF,ML,2.2,WEST VIRGINIA,15/07/2014 17:07,15/07/2014 13:07,0,1
4820791,38.0609,-81.4572,400,ANF,ML,3.1,WEST VIRGINIA,25/07/2014 21:15,25/07/2014 17:15,0,1
4820836,41.459,-77.3823,1800,ANF,ML,2.7,PENNSYLVANIA,30/07/2014 19:05,30/07/2014 15:05,0,1
5006088,39.5781,-78.7711,13600,ANF,ML,2.2,VIRGINIA,04/08/2014 16:02,04/08/2014 12:02,0,1
5005200,39.7284,-79.7333,1800,ANF,ML,2,WEST VIRGINIA,02/09/2014 16:02,02/09/2014 12:02,0,1
5006091,38.1023,-81.9894,7900,ANF,ML,2.4,WEST VIRGINIA,04/08/2014 20:20,04/08/2014 16:20,0,1
5005239,38.0874,-82.012,1900,ANF,ML,2.1,WEST VIRGINIA,05/09/2014 13:25,05/09/2014 09:25,0,1
5007565,44.7625,-74.9816,7800,ANF,ML,2.3,NEW YORK,21/10/2014 19:57,21/10/2014 15:57,0,1
5110342,38.2145,-81.8966,3300,ANF,ML,2.5,WEST VIRGINIA,12/11/2014 21:41,12/11/2014 16:41,0,1
5110439,38.1335,-82.0435,2400,ANF,ML,2.2,WEST VIRGINIA,21/11/2014 21:10,21/11/2014 16:10,0,1
5110473,43.7488,-75.4302,14100,ANF,ML,1.8,NEW YORK,26/11/2014 18:12,26/11/2014 13:12,0,1
5109399,41.4042,-77.3647,10800,ANF,ML,2.5,PENNSYLVANIA,19/12/2014 16:48,19/12/2014 11:48,0,1
5109411,42.9292,-74.1438,4200,ANF,ML,2.1,NEW YORK,29/12/2014 16:07,29/12/2014 11:07,0,1
5111717,39.6689,-78.1495,9400,ANF,ML,2.1,VIRGINIA,19/01/2015 18:38,19/01/2015 13:38,0,1
5153905,42.7744,-73.5569,3600,ANF,ML,1.7,NEW YORK,01/05/2015 19:12,01/05/2015 15:12,0,1
5153920,41.4521,-77.4022,2200,ANF,ML,2.5,PENNSYLVANIA,07/05/2015 16:40,07/05/2015 12:40,0,1
5153921,45.3009,-73.6572,18600,ANF,ML,1.4,"SOUTHERN QUEBEC, CANADA",07/05/2015 20:42,07/05/2015 16:42,0,1
5153975,45.1806,-73.6552,5000,ANF,ML,1.9,"SOUTHERN QUEBEC, CANADA",26/05/2015 16:08,26/05/2015 12:08,0,1
5153979,42.9258,-74.1561,10000,ANF,ML,2,NEW YORK,28/05/2015 17:02,28/05/2015 13:02,0,1
5110385,38.1097,-81.9744,4500,ANF,ML,2,WEST VIRGINIA,15/11/2014 21:33,15/11/2014 16:33,0,1
5006116,37.753,-82.0335,1200,ANF,ML,2.2,WEST VIRGINIA,07/08/2014 21:09,07/08/2014 17:09,1,1
5006203,37.4272,-82.0363,1200,ANF,ML,2.2,WEST VIRGINIA,19/08/2014 16:25,19/08/2014 12:25,1,1
5005418,37.7516,-81.9977,1200,ANF,ML,2.3,WEST VIRGINIA,19/09/2014 16:31,19/09/2014 12:31,1,1
4369820,37.686,-82.0538,6400,ANF,ML,2.1,WEST VIRGINIA,08/06/2013 16:20,08/06/2013 12:20,1,1
5110466,37.7915,-82.1332,2900,ANF,ML,2.4,WEST VIRGINIA,25/11/2014 20:56,25/11/2014 15:56,1,1
5109395,40.8796,-75.8267,6700,ANF,ML,2,PENNSYLVANIA,17/12/2014 18:38,17/12/2014 13:38,1,1
4371760,37.9911,-81.3912,8600,ANF,ML,2.3,WEST VIRGINIA,01/08/2013 19:36,01/08/2013 15:36,1,1
4371767,38.0222,-81.4621,2400,ANF,ML,2.2,WEST VIRGINIA,01/08/2013 21:04,01/08/2013 17:04,1,1
4371831,40.7294,-76.0261,14100,ANF,ML,1.4,PENNSYLVANIA,05/08/2013 15:39,05/08/2013 11:39,1,1
4813104,43.5916,-75.3407,13300,ANF,ML,1.9,NEW YORK,29/04/2014 14:56,29/04/2014 10:56,1,1
usp00029g6,45.19,-75.05,14000,NEIC,mblg,3.2,"Ontario-Quebec border region, Canada",26/11/1984 09:03,26/11/1984 04:03,0,0
usp0002bdu,40.993,-73.828,5200,NEIC,md,2.2,New York,26/01/1985 19:06,26/01/1985 14:06,0,0
usp0002fqj,37.248,-80.485,11100,NEIC,md,2.8,West Virginia,10/06/1985 12:22,10/06/1985 08:22,0,0
usp0002kxs,40.99,-73.82,5000,NEIC,md,2,New York,19/10/1985 10:05,19/10/1985 06:05,0,0
usp000gwa7,44.377,-73.795,10000,NEIC,md,2.2,New York,18/04/2009 00:43,17/04/2009 20:43,0,0
usp000gwg6,40.073,-77.002,1000,NEIC,md,1.1,Pennsylvania,22/04/2009 13:21,22/04/2009 09:21,0,0
usp000gwh8,40.085,-76.998,1000,NEIC,md,2.4,Pennsylvania,23/04/2009 22:26,23/04/2009 18:26,0,0
usp000gwhm,40.064,-77.027,1500,NEIC,md,2.9,Pennsylvania,24/04/2009 05:36,24/04/2009 01:36,0,0
usp000gwj0,38.81,-82.27,5000,NEIC,mblg,3.3,Ohio,24/04/2009 13:42,24/04/2009 09:42,0,0
usp000gwq2,40.073,-77.013,1000,NEIC,md,2,Pennsylvania,30/04/2009 22:36,30/04/2009 18:36,0,0
usp000gx0h,40.088,-77.001,1000,NEIC,md,1.3,Pennsylvania,11/05/2009 05:18,11/05/2009 01:18,0,0
usp000gx8n,42.571,-74.112,9000,NEIC,md,3,New York,18/05/2009 00:53,17/05/2009 20:53,0,0
usp000gx8v,42.567,-74.109,6000,NEIC,md,2.1,New York,18/05/2009 07:21,18/05/2009 03:21,0,0
5110444,37.8667,-81.8386,2800,ANF,ML,2.4,WEST VIRGINIA,22/11/2014 18:36,22/11/2014 13:36,1,1
5109401,38.0345,-81.497,7400,ANF,ML,2.8,WEST VIRGINIA,20/12/2014 20:48,20/12/2014 15:48,1,1
5110313,40.1671,-80.9521,12900,ANF,ML,2.5,PENNSYLVANIA,10/11/2014 20:59,10/11/2014 15:59,1,1
5110375,37.9496,-81.3663,9500,ANF,ML,2.3,WEST VIRGINIA,14/11/2014 20:53,14/11/2014 15:53,1,1
5110460,41.4521,-77.3709,11100,ANF,ML,2.1,PENNSYLVANIA,25/11/2014 16:26,25/11/2014 11:26,1,1
5110483,41.0997,-78.367,3100,ANF,ML,2.1,PENNSYLVANIA,28/11/2014 16:14,28/11/2014 11:14,1,1
5109389,43.7508,-74.1109,17000,ANF,ML,2.2,NEW YORK,16/12/2014 17:58,16/12/2014 12:58,1,1
5111627,42.4991,-73.8542,18900,ANF,ML,2.2,NEW YORK,02/01/2015 18:08,02/01/2015 13:08,1,1
